Conference,Year,Title,Authors,PDF Link,Code,status_code,Data,File name,Comments,Assigned To
AsiaCCS,2021,Bran: Reduce Vulnerability Search Space in Large Open Source Repositories by Learning Bug Symptoms,Meng Dongyu and Guerriero Michele and Machiry Aravind and Aghakhani Hojjat and Bose Priyanka and Continella Andrea and Kruegel Christopher and Vigna Giovanni,https://dl.acm.org/doi/pdf/10.1145/3433210.3453115,https://github.com/ucsb-seclab/bran,200,,Dongyu_Meng_2021.pdf,,
AsiaCCS,2021,Malware Makeover: Breaking ML-based Static Analysis by Modifying Executable Bytes,Lucas Keane and Sharif Mahmood and Bauer Lujo and Reiter Michael K. and Shintre Saurabh,https://dl.acm.org/doi/pdf/10.1145/3433210.3453086,https://github.com/pwwl/enhanced-binary-diversification,200,,Keane_Lucas_2021.pdf,,
AsiaCCS,2021,Identifying Behavior Dispatchers for Malware Analysis,Park Kyuhong and Sahin Burak and Chen Yongheng and Zhao Jisheng and Downing Evan and Hu Hong and Lee Wenke,https://dl.acm.org/doi/pdf/10.1145/3433210.3457894,https://github.com/kp2bit/bdhunter,404,,Kyuhong_Park_2021.pdf,,
AsiaCCS,2021,MalPhase: Fine-Grained Malware Detection Using Network Flow Data,Piskozub Michal and De Gaspari Fabio and Barr-Smith Freddie and Mancini Luigi and Martinovic Ivan,https://dl.acm.org/doi/pdf/10.1145/3433210.3453101,,,,Michal_Piskozub_2021.pdf,,
AsiaCCS,2021,Targeting the Weakest Link: Social Engineering Attacks in Ethereum Smart Contracts,Ivanov Nikolay and Lou Jianzhi and Chen Ting and Li Jin and Yan Qiben,https://dl.acm.org/doi/pdf/10.1145/3433210.3453085,https://nick-ivanov.github.io/se-info/,200,,Nikolay_Ivanov_2021.pdf,,
AsiaCCS,2021,PSec: Programming Secure Distributed Systems using Enclaves,Kushwah Shivendra and Desai Ankush and Subramanyan Pramod and Seshia Sanjit A.,https://dl.acm.org/doi/pdf/10.1145/3433210.3453113,https://github.com/ShivKushwah/PSec,200,,Shivendra_Kushwah_2021.pdf,,
AsiaCCS,2021,Fact and Fiction: Challenging the Honest Majority Assumption of Permissionless Blockchains,Han Runchao and Sui Zhimei and Yu Jiangshan and Liu Joseph and Chen Shiping,https://dl.acm.org/doi/pdf/10.1145/3433210.3453087,,,,Runchao_Han_2021.pdf,,
AsiaCCS,2021,Non-Intrusive and High-Efficient Balance Tomography in the Lightning Network,Qiao Yan and Wu Kui and Khabbazian Majid,https://dl.acm.org/doi/pdf/10.1145/3433210.3453089,,,,Yan_Qiao_2021.pdf,,
AsiaCCS,2021,Redactable Blockchain Supporting Supervision and Self-Management,Jia Yanxue and Sun Shi-Feng and Zhang Yi and Liu Zhiqiang and Gu Dawu,https://dl.acm.org/doi/pdf/10.1145/3433210.3453091,,,,Yanxue_Jia_2021.pdf,,
AsiaCCS,2021,Non-Equivocation in Blockchain: Double-Authentication-Preventing Signatures Gone Contractual,Li Yannan and Susilo Willy and Yang Guomin and Yu Yong and Phuong Tran Viet Xuan and Liu Dongxi,https://dl.acm.org/doi/pdf/10.1145/3433210.3437516,,,,Yannan_Li_2021.pdf,,
AsiaCCS,2021,(Mis)managed: A Novel TLB-based Covert Channel on GPUs,Nayak Ajay and B. Pratheek and Ganapathy Vinod and Basu Arkaprava,https://dl.acm.org/doi/pdf/10.1145/3433210.3453077,,,,Ajay_Nayak_2021.pdf,,
AsiaCCS,2021,Scanning the Cycle: Timing-based Authentication on PLCs,Ahmed Chuadhry Mujeeb and Ochoa Martin and Zhou Jianying and Mathur Aditya,https://dl.acm.org/doi/pdf/10.1145/3433210.3453102,,,,Chuadhry_Mujeeb_Ahmed_2021.pdf,,
AsiaCCS,2021,Transduction Shield: A Low-Complexity Method to Detect and Correct the Effects of EMI Injection Attacks on Sensors,Tu Yazhou and Tida Vijay Srinivas and Pan Zhongqi and Hei Xiali,https://dl.acm.org/doi/pdf/10.1145/3433210.3453097,,,,Yazhou_Tu_2021.pdf,,
AsiaCCS,2021,Analysis and Takeover of the Bitcoin-Coordinated Pony Malware,Taniguchi Tsuyoshi and Griffioen Harm and Doerr Christian,https://dl.acm.org/doi/pdf/10.1145/3433210.3437520,,,,Tsuyoshi_Taniguchi_2021.pdf,,
AsiaCCS,2021,See through Walls: Detecting Malware in SGX Enclaves with SGX-Bouncer,Zhang Zeyu and Zhang Xiaoli and Li Qi and Sun Kun and Zhang Yinqian and Liu Songsong and Liu Yukun and Li Xiaoning,https://dl.acm.org/doi/pdf/10.1145/3433210.3437531,,,,Zeyu_Zhang_2021.pdf,,
AsiaCCS,2021,UltraPIN: Inferring PIN Entries via Ultrasound,Liu Ximing and Li Yingjiu and Deng Robert H.,https://dl.acm.org/doi/pdf/10.1145/3433210.3453075,,,,Ximing_Liu_2021.pdf,,
AsiaCCS,2022,New Multiparty Computational Model: From Nakamoto to YOSO,Rabin Tal,dl.acm.org/doi/pdf/10.1145/3488932.3497774,,,,Tal_Rabin_2022.pdf,,
AsiaCCS,2022,SMS OTP Security (SOS): Hardening SMS-Based Two Factor Authentication,Peeters Christian and Patton Christopher and Munyaka Imani N. S. and Olszewski Daniel and Shrimpton Thomas and Traynor Patrick,dl.acm.org/doi/pdf/10.1145/3488932.3497756,,,,Christian_Peeters_2022.pdf,,
AsiaCCS,2022,Multi-Key Homomorphic MACs with Efficient Verification for Quadratic Arithmetic Circuits,Feng Shuai and Xu Shuaijianni and Zhang Liang Feng,dl.acm.org/doi/pdf/10.1145/3488932.3497770,,,,Shuai_Feng_2022.pdf,,
AsiaCCS,2022,Iterative Oblivious Pseudo-Random Functions and Applications,Blass Erik-Oliver and Kerschbaum Florian and Mayberry Travis,dl.acm.org/doi/pdf/10.1145/3488932.3517403,,,,Erik-Oliver_Blass_2022.pdf,,
AsiaCCS,2022,Tight Leakage-Resilient Identity-based Encryption under Multi-challenge Setting,Cai Cailing and Qin Xianrui and Yuen Tsz Hon and Yiu Siu Ming,dl.acm.org/doi/pdf/10.1145/3488932.3517422,,,,Cailing_Cai_2022.pdf,,
AsiaCCS,2022,Duplicates also Matter! Towards Secure Deletion on Flash-based Storage Media by Removing Duplicates,Chen Niusen and Chen Bo,dl.acm.org/doi/pdf/10.1145/3488932.3523255,,,,Niusen_Chen_2022.pdf,,
AsiaCCS,2022,Hearing Check Failed: Using Laser Vibrometry to Analyze the Potential for Hard Disk Drives to Eavesdrop Speech Vibrations,Walker Payton and Saini Shalini and Anand S. Abhishek and Halevi Tzipora and Saxena Nitesh,dl.acm.org/doi/pdf/10.1145/3488932.3517399,,,,Payton_Walker_2022.pdf,,
AsiaCCS,2022,GraphTrack: A Graph-based Cross-Device Tracking Framework,Wang Binghui and Zhou Tianchen and Li Song and Cao Yinzhi and Gong Neil,dl.acm.org/doi/pdf/10.1145/3488932.3517398,,,,Binghui_Wang_2022.pdf,,
AsiaCCS,2022,SteinerLog: Prize Collecting the Audit Logs for Threat Hunting on Enterprise Network,Bhattarai Bibek and Huang Howie,dl.acm.org/doi/pdf/10.1145/3488932.3523261,,,,Bibek_Bhattarai_2022.pdf,,
AsiaCCS,2022,Evaluating Blockchain Protocols with Abusive Modeling,Sharma Vishal and Szalachowski Pawel and Zhou Jianying,dl.acm.org/doi/pdf/10.1145/3488932.3497757,,,,Vishal_Sharma_2022.pdf,,
AsiaCCS,2022,Exploring Unfairness on Proof of Authority: Order Manipulation Attacks and Remedies,Wang Qin and Li Rujia and Wang Qi and Chen Shiping and Xiang Yang,dl.acm.org/doi/pdf/10.1145/3488932.3517394,https://github.com/poa-research/attacksimulator,200,,Qin_Wang_2022.pdf,,
AsiaCCS,2022,AuxChannel: Enabling Efficient Bi-Directional Channel for Scriptless Blockchains,Sui Zhimei and Liu Joseph K. and Yu Jiangshan and Au Man Ho and Liu Jia,dl.acm.org/doi/pdf/10.1145/3488932.3524126,,,,Zhimei_Sui_2022.pdf,,
AsiaCCS,2022,Eliminating Sandwich Attacks with the Help of Game Theory,Heimbach Lioba and Wattenhofer Roger,dl.acm.org/doi/pdf/10.1145/3488932.3517390,,,,Lioba_Heimbach_2022.pdf,,
AsiaCCS,2022,TRAP: The Bait of Rational Players to Solve Byzantine Consensus,Ranchal-Pedrosa Alejandro and Gramoli Vincent,dl.acm.org/doi/pdf/10.1145/3488932.3517386,,,,Alejandro_Ranchal-Pedrosa_2022.pdf,,
AsiaCCS,2022,VWAnalyzer: A Systematic Security Analysis Framework for the Voice over WiFi Protocol,Lee Hyunwoo and Karim Imtiaz and Li Ninghui and Bertino Elisa,dl.acm.org/doi/pdf/10.1145/3488932.3517425,https://github.com/vwanalyzer/vwanalyzer-model,200,,Hyunwoo_Lee_2022.pdf,,
AsiaCCS,2022,BLURtooth: Exploiting Cross-Transport Key Derivation in Bluetooth Classic and Bluetooth Low Energy,Antonioli Daniele and Tippenhauer Nils Ole and Rasmussen Kasper and Payer Mathias,dl.acm.org/doi/pdf/10.1145/3488932.3523258,,,,Daniele_Antonioli_2022.pdf,,
AsiaCCS,2022,"Mirror, Mirror on the Wall: Wireless Environment Reconfiguration Attacks Based on Fast Software-Controlled Surfaces",Staat Paul and Elders-Boll Harald and Heinrichs Markus and Zenger Christian and Paar Christof,dl.acm.org/doi/pdf/10.1145/3488932.3497767,,,,Paul_Staat_2022.pdf,,
AsiaCCS,2022,Wireless Manipulation of Serial Communication,Dayanıklı Gökçen Yılmaz and Mohammad Abdullah Zubair and n Gerdes Ryan and Mina Mani,dl.acm.org/doi/pdf/10.1145/3488932.3517427,,,,Gökçen-Yılmaz_ Dayanıklı_2022.pdf,,
AsiaCCS,2022,The 5G Key-Establishment Stack: In-Depth Formal Verification and Experimentation,Miller Rhys and Boureanu Ioana and Wesemeyer Stephan and Newton Christopher J. P.,dl.acm.org/doi/pdf/10.1145/3488932.3517421,,,,Rhys_Miller_2022.pdf,,
AsiaCCS,2022,Missed Opportunities: Measuring the Untapped TLS Support in the Industrial Internet of Things,Dahlmanns Markus and LohmollerJohannes and Pennekamp Jahn and Bodenhausen Jorn and Weherle Klaus and Henze Martin.,dl.acm.org/doi/pdf/10.1145/3488932.3497762,,,,Markus_Dahlmanns_2022.pdf,,
AsiaCCS,2022,On the Security of the FLARM Collision Warning System,Wang Boya and Tresoldi Giorgio and Strohmeier Martin and Lenders Vincent,dl.acm.org/doi/pdf/10.1145/3488932.3517409,,,,Boya_Wang_2022.pdf,,
AsiaCCS,2022,Hopper: Per-Device Nano Segmentation for the Industrial IoT,De Vaere Piet and Tulimiero Andrea and Perrig Adrian,dl.acm.org/doi/pdf/10.1145/3488932.3501277,,,,Piet_De_Vaere_2022.pdf,,
AsiaCCS,2022,Signal Injection Attacks against CCD Image Sensors,Kohler Sebastian and Baker Richard and Martinovie Ivan,dl.acm.org/doi/pdf/10.1145/3488932.3497771,https://github.com/ssloxford/ccd-signal-injection-attacks,200,,Sebastian_Kohler_2022.pdf,,
AsiaCCS,2022,No Spring Chicken: Quantifying the Lifespan of Exploits in IoT Malware Using Static and Dynamic Analysis,Al Alsadi Arwa Abdulkarim and Sameshima Kaichi and Bleier Jakob and Yoshioka Katsunari and Lindorfer Martina and van Eeten Michel and Ga\~{n,dl.acm.org/doi/pdf/10.1145/3488932.3517408,https://data.4tu.nl/articles/_/19248725,200,,Arwa_Abdulkarim_Al_Alsadi_2022.pdf,,
AsiaCCS,2022,Confusing and Detecting ML Adversarial Attacks with Injected Attractors,Zhang Jiyi and Chang Ee-Chien and Lee Hwee Kuan,dl.acm.org/doi/pdf/10.1145/3488932.3497752,,,,Jiyi_Zhang_2022.pdf,,
AsiaCCS,2022,Model Extraction Attacks on Graph Neural Networks: Taxonomy and Realisation,Wu Bang and Yang Xiangwen and Pan Shirui and Yuan Xingliang,dl.acm.org/doi/pdf/10.1145/3488932.3497753,https://github.com/TrustworthyGNN/MEA-GNN,200,,Bang_Wu_2022.pdf,,
AsiaCCS,2022,Markov Chain Monte Carlo-Based Machine Unlearning: Unlearning What Needs to be Forgotten,Nguyen Quoc Phong and Oikawa Ryutaro and Divakaran Dinil Mon and Chan Mun Choon and Low Bryan Kian Hsiang,dl.acm.org/doi/pdf/10.1145/3488932.3517406,,,,Quoc_Phong_Nguyen_2022.pdf,,
AsiaCCS,2022,Membership Feature Disentanglement Network,Ha Heonseok and Jang Jaehee and Jeong Yonghyun and Yoon Sungroh,dl.acm.org/doi/pdf/10.1145/3488932.3497772,,,,Heonseok_Ha_2022.pdf,,
AsiaCCS,2022,Privacy-Preserving Deep Sequential Model with Matrix Homomorphic Encryption,Jang Jaehee and Lee Younho and Kim Andrey and Na Byunggook and Yhee Donggeon and Lee Byounghan and Cheon Jung Hee and Yoon Sungroh,dl.acm.org/doi/pdf/10.1145/3488932.3523253,,,,Jaehee_Jang_2022.pdf,,
AsiaCCS,2022,Cellular Security: Why is it difficult?,Kim Yongdae,dl.acm.org/doi/pdf/10.1145/3488932.3522770,,,,Yongdae_Kim_2022.pdf,,
AsiaCCS,2022,Aggregating and Thresholdizing Hash-based Signatures using STARKs,Khaburzaniya Irakliy and Chalkias Konstantinos and Lewi Kevin and Malvai Harjasleen,dl.acm.org/doi/pdf/10.1145/3488932.3524128,,,,Irakliy_Khaburzaniya_2022.pdf,,
AsiaCCS,2022,Hierarchical Identity-based Puncturable Encryption from Lattices with Application to Forward Security,Dutta Priyanka and Jiang Mei and Duong Dung Hoang and Susilo Willy and Fukushima Kazuhide and Kiyomoto Shinsaku,dl.acm.org/doi/pdf/10.1145/3488932.3517400,,,,Priyanka_Dutta_2022.pdf,,
AsiaCCS,2022,"Public-key Authenticated Encryption with Keyword Search: Cryptanalysis, Enhanced Security, and Quantum-resistant Instantiation",Liu Zi-Yuan and Tseng Yi-Fan and Tso Raylin and Mambo Masahiro and Chen Yu-Chi,dl.acm.org/doi/pdf/10.1145/3488932.3497760,,,,Zi-Yuan_Liu_2022.pdf,,
AsiaCCS,2022,InfoCensor: An Information-Theoretic Framework against Sensitive Attribute Inference and Demographic Disparity,Zheng Tianhang and Li Baochun,dl.acm.org/doi/pdf/10.1145/3488932.3517402,https://github.com/iQua/InfoCensor,200,,Tianhang_Zheng_2022.pdf,,
AsiaCCS,2022,EVOLIoT: A Self-Supervised Contrastive Learning Framework for Detecting and Characterizing Evolving IoT Malware Variants,Dib Mirabelle and Torabi Sadegh and Bou-Harb Elias and Bouguila Nizar and Assi Chadi,dl.acm.org/doi/pdf/10.1145/3488932.3517393,https://github.com/IoTMalw/EVOLIoT,200,,Mirabelle_Dib_2022.pdf,,
AsiaCCS,2022,Machine Learning-based Online Social Network Privacy Preservation,Gao Tianchong and Li Feng,dl.acm.org/doi/pdf/10.1145/3488932.3517405,,,,Tianchong_Gao_2022.pdf,,
AsiaCCS,2022,Towards a Utopia of Dataset Sharing: A Case Study on Machine Learning-based Malware Detection Algorithms,Chuang Ping-Jui and Hsu Chih-Fan and Chu Yung-Tien and Huang Szu-Chun and Huang Chun-Ying,dl.acm.org/doi/pdf/10.1145/3488932.3497763,,,,Ping-Jui_Chuang_2022.pdf,,
AsiaCCS,2022,Gatekeeper: A Gateway-based Broadcast Authentication Protocol for the In-Vehicle Ethernet,Hu Shengtuo and Zhang Qingzhao and Weimerskirch Andr\'{e,dl.acm.org/doi/pdf/10.1145/3488932.3517396,https://github.com/h1994st/Gatekeeper,200,,Shengtuo_Hu_2022.pdf,,
AsiaCCS,2022,WearRF-CLA: Continuous Location Authentication with Wrist Wearables and UHF RFID,Li Ang and Li Jiawei and Han Dianqi and Zhang Yan and Li Tao and Zhang Yanchao,dl.acm.org/doi/pdf/10.1145/3488932.3517426,,,,Ang_Li_2022.pdf,,
AsiaCCS,2022,PeriScope: Comprehensive Vulnerability Analysis of Mobile App-defined Bluetooth Peripherals,Zhao Qingchuan and Zuo Chaoshun and Blasco Jorge and Lin Zhiqiang,dl.acm.org/doi/pdf/10.1145/3488932.3517410,,,,Qingchuan_Zhao_2022.pdf,,
AsiaCCS,2022,ShadowAuth: Backward-Compatible Automatic CAN Authentication for Legacy ECUs,"Kim Sungwoo and Yeo Gisu and Kim Taegyu and Rhee Junghwan ""John"" and Jeon Yuseok and Bianchi Antonio and Xu Dongyan and Tian Dave (Jing)",dl.acm.org/doi/pdf/10.1145/3488932.3523263,https://github.com/purseclab/ShadowAuth,200,,Sungwoo_Kim_2022.pdf,,
AsiaCCS,2022,SoK: A Survey Of Indirect Network-level Covert Channels,Schmidbauer Tobias and Wendzel Steffen,dl.acm.org/doi/pdf/10.1145/3488932.3517418,,,,Tobias_Schmidbauer_2022.pdf,,
AsiaCCS,2022,TargetFuzz: Using DARTs to Guide Directed Greybox Fuzzers,Canakci Sadullah and Matyunin Nikolay and Graffi Kalman and Joshi Ajay and Egele Manuel,dl.acm.org/doi/pdf/10.1145/3488932.3501276,,,,Sadullah_Canakci_2022.pdf,,
AsiaCCS,2022,RecIPE: Revisiting the Evaluation of Memory Error Defenses,Jiang Yuancheng and Yap Roland H.C. and Liang Zhenkai and Rosier Hubert,dl.acm.org/doi/pdf/10.1145/3488932.3524127,https://github.com/YuanchengJiang/recipe-benchmark,200,,Yuancheng_Jiang_2022.pdf,,
AsiaCCS,2022,ReFuzz - Structure Aware Fuzzing of the Resilient File System (ReFS),Grob Tobias and Schleier Tobias and Muller Tilo,dl.acm.org/doi/pdf/10.1145/3488932.3523260,https://www.cs1.tf.fau.de/research/system-security-group/refuzz/,200,,Tobias_Grob_2022.pdf,,
AsiaCCS,2022,The Convergence of Source Code and Binary Vulnerability Discovery -- A Case Study,Mantovani Alessandro and Compagna Luca and Shoshitaishvili Yan and Balzarotti Davide,dl.acm.org/doi/pdf/10.1145/3488932.3497764,https://github.com/elManto/SAST_on_Decompilers,200,,Alessandro_Mantovani_2022.pdf,,
AsiaCCS,2022,SoK: The Evolution of Trusted UI on Mobile,Bove Davide,dl.acm.org/doi/pdf/10.1145/3488932.3517417,,,,Davide_Bove_2022.pdf,,
AsiaCCS,2022,Speedster: An Efficient Multi-party State Channel via Enclaves,Liao Jinghui and Zhang Fengwei and Sun Wenhai and Shi Weisong,dl.acm.org/doi/pdf/10.1145/3488932.3523259,https://anonymous.4open.science/repository/69a045e8-c23d-49f1-94c9-df0ebdaa08cc/README.md,404,,Jinghui_Liao_2022.pdf,,
AsiaCCS,2022,"Veksel: Simple, Efficient, Anonymous Payments with Large Anonymity Sets from Well-Studied Assumptions",Campanelli Matteo and Hall-Andersen Mathias,dl.acm.org/doi/pdf/10.1145/3488932.3517424,,,,Matteo_Campanelli_2022.pdf,,
AsiaCCS,2022,Symbolic Synthesis of Indifferentiability Attacks,Rakotonirina Itsaka and Ambrona Miguel and Aguirre Alejandro and Barthe Gilles,dl.acm.org/doi/pdf/10.1145/3488932.3497759,https://github.com/miguel-ambrona/autodiff,200,,Itsaka_Rakotonirina_2022.pdf,,
AsiaCCS,2022,"DPaSE: Distributed Password-Authenticated Symmetric-Key Encryption, or How to Get Many Keys from One Password",Das Poulami and Hesse Julia and Lehmann Anja,dl.acm.org/doi/pdf/10.1145/3488932.3517389,,,,Poulami_Das_2022.pdf,,
AsiaCCS,2022,"SoK: Password-Authenticated Key Exchange -- Theory, Practice, Standardization and Real-World Lessons",Hao Feng and van Oorschot Paul C.,dl.acm.org/doi/pdf/10.1145/3488932.3523256,,,,Feng_Hao_2022.pdf,,
AsiaCCS,2022,ASAP: Algorithm Substitution Attacks on Cryptographic Protocols,Berndt Sebastian and Wichelmann Jan and Pott Claudius and Traving Tim-Henrik and Eisenbarth Thomas,dl.acm.org/doi/pdf/10.1145/3488932.3517387,https://github.com/balasdansb/asa-on-protocols,404,,Sebastian_Berndt_2022.pdf,,
AsiaCCS,2022,Mixed Certificate Chains for the Transition to Post-Quantum Authentication in TLS 1.3,Paul Sebastian and Kuzovkova Yulia and Lahr Norman and Niederhagen Ruben,dl.acm.org/doi/pdf/10.1145/3488932.3497755,https://github.com/boschresearch/pq-wolfSSL,200,,Sebastian_Paul_2022.pdf,,
AsiaCCS,2022,EnclaveTree: Privacy-preserving Data Stream Training and Inference Using TEE,Wang Qifan and Cui Shujie and Zhou Lei and Wu Ocean and Zhu Yonghua and Russello Giovanni,dl.acm.org/doi/pdf/10.1145/3488932.3517391,,,,Qifan_Wang_2022.pdf,,
AsiaCCS,2022,SoK: Design Tools for Side-Channel-Aware Implementations,Buhan Ileana and Batina Lejla and Yarom Yuval and Schaumont Patrick,dl.acm.org/doi/pdf/10.1145/3488932.3517415,,,,Ileana_Buhan_2022.pdf,,
AsiaCCS,2022,Efficient Oblivious Permutation via the Waksman Network,Holland William and Ohrimenko Olga and Wirth Anthony,dl.acm.org/doi/pdf/10.1145/3488932.3497761,https://github.com/wCloudRain/orp,200,,William_Holland_2022.pdf,,
AsiaCCS,2022,SoK: Exploring Current and Future Research Directions on XS-Leaks through an Extended Formal Model,Van Goethem Tom and Franken Gertjan and Sanchez-Rola Iskander and Dworken David and Joosen Wouter,dl.acm.org/doi/pdf/10.1145/3488932.3517416,,,,Tom_Van_Goethem_2022.pdf,,
AsiaCCS,2022,"Ruling the Rules: Quantifying the Evolution of Rulesets, Alerts and Incidents in Network Intrusion Detection",Vermeer Mathew and van Eeten Michel and Ga\~{n,dl.acm.org/doi/pdf/10.1145/3488932.3517412,https://github.com/mathewvermeer/ruling-the-rules,200,,Mathew_Vermeer_2022.pdf,,
AsiaCCS,2022,Differentially Private Data Synthesis: State of the Art and Challenges,Li Ninghui,dl.acm.org/doi/pdf/10.1145/3488932.3522771,,,,Ninghui_Li_2022.pdf,,
AsiaCCS,2022,Adversarial Level Agreements for Two-Party Protocols,George Marilyn and Kamara Seny,dl.acm.org/doi/pdf/10.1145/3488932.3517385,,,,Marilyn_George_2022.pdf,,
AsiaCCS,2022,Easy-to-Implement Two-Server based Anonymous Communication with Simulation Security,Bowers Adam and Du Jize and Lin Dan and Jiang Wei,dl.acm.org/doi/pdf/10.1145/3488932.3523264,,,,Adam_Bowers_2022.pdf,,
AsiaCCS,2022,Scalable Private Decision Tree Evaluation with Sublinear Communication,Bai Jianli and Song Xiangfu and Cui Shujie and Chang Ee-Chien and Russello Giovanni,dl.acm.org/doi/pdf/10.1145/3488932.3517413,,,,Jianli_Bai_2022.pdf,,
AsiaCCS,2022,Memory and Round-Efficient MPC Primitives in the Pre-Processing Model from Unit Vectorization,Attrapadung Nuttapong and Morita Hiraku and Ohara Kazuma and Schuldt Jacob C. N. and Tozawa Kazunari,dl.acm.org/doi/pdf/10.1145/3488932.3517407,,,,Nuttapong_Attrapadung_2022.pdf,,
AsiaCCS,2022,Understanding and Detecting Remote Infection on Linux-based IoT Devices,Li Hongda and Huang Qiqing and Ding Fei and Hu Hongxin and Cheng Long and Gu Guofei and Zhao Ziming,dl.acm.org/doi/pdf/10.1145/3488932.3517423,https://github.com/soter-project/soter,200,,Hongda_Li_2022.pdf,,
AsiaCCS,2022,Driving Execution of Target Paths in Android Applications with (a) CAR,Wong Michelle Y. and Lie David,dl.acm.org/doi/pdf/10.1145/3488932.3497765,,,,Michelle_Y._Wong_2022.pdf,,
AsiaCCS,2022,PacJam: Securing Dependencies Continuously via Package-Oriented Debloating,Pashakhanloo Pardis and Machiry Aravind and Choi Hyonyoung and Canino Anthony and Heo Kihong and Lee Insup and Naik Mayur,dl.acm.org/doi/pdf/10.1145/3488932.3524054,https://github.com/ppashakhanloo/pacjam,200,,Pardis_Pashakhanloo_2022.pdf,,
AsiaCCS,2022,On Measuring Vulnerable JavaScript Functions in the Wild,Kluban Maryna and Mannan Mohammad and Youssef Amr,dl.acm.org/doi/pdf/10.1145/3488932.3497769,,,,Maryna_Kluban_2022.pdf,,
AsiaCCS,2022,Hunter: HE-Friendly Structured Pruning for Efficient Privacy-Preserving Deep Learning,Cai Yifei and Zhang Qiao and Ning Rui and Xin Chunsheng and Wu Hongyi,dl.acm.org/doi/pdf/10.1145/3488932.3517401,,,,Yifei_Cai_2022.pdf,,
AsiaCCS,2022,FLARE: Defending Federated Learning against Model Poisoning Attacks via Latent Space Representations,Wang Ning and Xiao Yang and Chen Yimin and Hu Yang and Lou Wenjing and Hou Y. Thomas,dl.acm.org/doi/pdf/10.1145/3488932.3517395,,,,Ning_Wang_2022.pdf,,
AsiaCCS,2022,Understanding Disparate Effects of Membership Inference Attacks and their Countermeasures,Zhong Da and Sun Haipei and Xu Jun and Gong Neil and Wang Wendy Hui,dl.acm.org/doi/pdf/10.1145/3488932.3501279,https://github.com/dzhong2/MIA_disparity,200,,Da_Zhong_2022.pdf,,
AsiaCCS,2022,Generating Content-Preserving and Semantics-Flipping Adversarial Text,Pei Weiping and Yue Chuan,dl.acm.org/doi/pdf/10.1145/3488932.3517397,,,,Weiping_Pei_2022.pdf,,
AsiaCCS,2022,MAB-Malware: A Reinforcement Learning Framework for Blackbox Generation of Adversarial Malware,Song Wei and Li Xuezixiang and Afroz Sadia and Garg Deepali and Kuznetsov Dmitry and Yin Heng,dl.acm.org/doi/pdf/10.1145/3488932.3497768,https://github.com/bitsecurerlab/MAB-malware,200,,Wei_Song_2022.pdf,,
AsiaCCS,2022,Proximity Searchable Encryption for the Iris Biometric,Cachet Chloe and Ahmad Sohaib and Demarest Luke and Hamlin Ariel and Fuller Benjamin,dl.acm.org/doi/pdf/10.1145/3488932.3497754,,,,Chloe_Cachet_2022.pdf,,
AsiaCCS,2022,SUPERVOICE: Text-Independent Speaker Verification Using Ultrasound Energy in Human Speech,Guo Hanqing and Yan Qiben and Ivanov Nikolay and Zhu Ying and Xiao Li and Hunter Eric J.,dl.acm.org/doi/pdf/10.1145/3488932.3517420,https://supervoiceapp.github.io/,200,,Hanqing_Guo_2022.pdf,,
AsiaCCS,2022,Artificial Intelligence Meets Kinesthetic Intelligence: Mouse-based User Authentication based on Hybrid Human-Machine Learning,Fu Shen and Qin Dong and Amariucai George and Qiao Daji and Guan Yong and Smiley Ann,dl.acm.org/doi/pdf/10.1145/3488932.3523257,,,,Shen_Fu_2022.pdf,,
AsiaCCS,2022,Common Evaluation Pitfalls in Touch-Based Authentication Systems,Georgiev Martin and Eberz Simon and Turner Henry and Lovisotto Giulio and Martinovic Ivan,dl.acm.org/doi/pdf/10.1145/3488932.3517388,https://github.com/ssloxford/evaluation-pitfalls-touch,200,,Martin_Georgiev_2022.pdf,,
AsiaCCS,2022,ALEXA VERSUS ALEXA: Controlling Smart Speakers by Self-Issuing Voice Commands,Esposito Sergio and Sgandurra Daniele and Bella Giampaolo,dl.acm.org/doi/pdf/10.1145/3488932.3497766,,,,Sergio_Esposito_2022.pdf,,
AsiaCCS,2022,Byzantine-Robust Private Information Retrieval with Low Communication and Efficient Decoding,Zhang Liang Feng and Wang Huaxiong and Wang Li-Ping,dl.acm.org/doi/pdf/10.1145/3488932.3497773,,,,Liang_Feng_Zhang_2022.pdf,,
AsiaCCS,2022,Secure-Computation-Friendly Private Set Intersection from Oblivious Compact Graph Evaluation,Ma Jack P. K. and Chow Sherman S. M.,dl.acm.org/doi/pdf/10.1145/3488932.3501278,,,,Jack_P._K._Ma_2022.pdf,,
AsiaCCS,2022,PSImple: Practical Multiparty Maliciously-Secure Private Set Intersection,Ben-Efraim Aner and Nissenbaum Olga and Omri Eran and Paskin-Cherniavsky Anat,dl.acm.org/doi/pdf/10.1145/3488932.3523254,https://github.com/ArielCyber/Malicious-MPSI,200,,Aner_Ben-Efraim_2022.pdf,,
AsiaCCS,2022,VERICONDOR: End-to-End Verifiable Condorcet Voting without Tallying Authorities,Harrison Luke and Bag Samiran and Luo Hang and Hao Feng,dl.acm.org/doi/pdf/10.1145/3488932.3497758,https://osf.io/g2hfm/?view_only=48fc2c9412e14d1c84b7ae7171b048dd,200,,Luke_Harrison_2022.pdf,,
