Conference,Year,Title,Authors,PDF Link,File name,Code,Data,status_code,Comments,Assigned To
ACSAC,2019,Detecting (absent) app-to-app authentication on cross-device short-distance channels,"Stefano Cristalli, Long Lu, Danilo Bruschi, Andrea Lanzi",https://dl.acm.org/doi/pdf/10.1145/3359789.3359814,stefano_cristalli_2019,,,,,
ACSAC,2019,An empirical study of SMS one-time password authentication in Android apps,"Siqi Ma, Runhan Feng, Juanru Li, Yang Liu, Surya Nepal",https://dl.acm.org/doi/pdf/10.1145/3359789.3359828,siqi_ma_2019,https://github.com/GoSSIP-SJTU/auth-eye,,404,,
ACSAC,2019,Challenge-response behavioral mobile authentication: a comparative study of graphical patterns and cognitive games,"Manar Mohamed, Prakash Shrestha, Nitesh Saxena",https://dl.acm.org/doi/pdf/10.1145/3359789.3359838,manar_mohamed_2019,,,,,
ACSAC,2019,AppVeto: mobile application self-defense through resource access veto,"Tousif Osman, Mohammad Mannan, Urs Hengartner, Amr Youssef",https://dl.acm.org/doi/pdf/10.1145/3359789.3359839,tousif_osman_2019,https://github.com/tousifosman/app-veto,,200,,
ACSAC,2019,Progressive processing of system-behavioral query,"Jiaping Gui, Xusheng Xiao, Ding Li, Chung Hwan Kim, Haifeng Chen",https://dl.acm.org/doi/pdf/10.1145/3359789.3359818,jiaping_gui_2019,,,,,
ACSAC,2019,SecDATAVIEW: a secure big data workflow management system for heterogeneous computing environments,"Saeid Mofrad, Ishtiaq Ahmed, Shiyong Lu, Ping Yang, Heming Cui, Fengwei Zhang",https://dl.acm.org/doi/pdf/10.1145/3359789.3359845,saeid_mofrad_2019,https://github.com/shiyonglu/SecDATAVIEW,,200,,
ACSAC,2019,Mining least privilege attribute based access control policies,"Matthew W Sanders, Chuan Yue",https://dl.acm.org/doi/pdf/10.1145/3359789.3359805,mattheww_sanders_2019,,,,,
ACSAC,2019,MalRank: a measure of maliciousness in SIEM-based knowledge graphs,"Pejman Najafi, Alexander Mühle, Wenzel Pünter, Feng Cheng, Christoph Meinel",https://dl.acm.org/doi/pdf/10.1145/3359789.3359791,pejman_najafi_2019,,,,,
ACSAC,2019,Cubismo: decloaking server-side malware via cubist program analysis,"Naderi-Afooshteh, Abbas and Kwon, Yonghwi and Nguyen-Tuong, Anh and Bagheri-Marzijarani, Mandana and Davidson, Jack W.",https://dl.acm.org/doi/pdf/10.1145/3359789.3359821,Abbas_Kwon_2019,https://cubismo.s3.amazonaws.com/cubismo.html,,,,
ACSAC,2019,Neurlux: dynamic malware analysis without feature engineering,"Jindal, Chani and Salls, Christopher and Aghakhani, Hojjat and Long, Keith and Kruegel, Christopher and Vigna, Giovanni",https://dl.acm.org/doi/pdf/10.1145/3359789.3359835,Chani_Christopher_2019,https://dl.acm.org/doi/pdf/10.1145/3359789.3359835,,200,,
ACSAC,2019,A game of Cut and Mouse: bypassing antivirus by simulating user inputs,"Genç, Ziya Alper and Lenzini, Gabriele and Sgandurra, Daniele",https://dl.acm.org/doi/pdf/10.1145/3359789.3359844,Ziya_Gabriele_2019,,,,,
ACSAC,2019,My script engines know what you did in the dark: converting engines into script API tracers,"Usui, Toshinori and Otsuki, Yuto and Kawakoya, Yuhei and Iwamura, Makoto and Miyoshi, Jun and Matsuura, Kanta",https://dl.acm.org/doi/pdf/10.1145/3359789.3359849,Toshinori_Yuto_2019,,,,,
ACSAC,2019,BakingTimer: privacy analysis of server-side request processing time,"Sanchez-Rola, Iskander and Balzarotti, Davide and Santos, Igor",https://dl.acm.org/doi/pdf/10.1145/3359789.3359803,Iskander_Davide_2019,,,,,
ACSAC,2019,PDoT: private DNS-over-TLS with TEE support,"Nakatsuka, Yoshimichi and Paverd, Andrew and Tsudik, Gene",https://dl.acm.org/doi/pdf/10.1145/3359789.3359793,Yoshimichi_Andrew_2019,https://github.com/sprout-uci/PDoT,,200,,
ACSAC,2019,Casino royale: a deep exploration of illegal online gambling,"Yang, Hao and Du, Kun and Zhang, Yubao and Hao, Shuang and Li, Zhou and Liu, Mingxuan and Wang, Haining and Duan, Haixin and Shi, Yazhou and Su, Xiaodong and Liu, Guang and Geng, Zhifeng and Wu, Jianping",https://dl.acm.org/doi/pdf/10.1145/3359789.3359817,Hao_Kun_2019,,,,,
ACSAC,2019,Leveraging locality of reference for certificate revocation,"Dickinson, Luke and Smith, Trevor and Seamons, Kent",https://dl.acm.org/doi/pdf/10.1145/3359789.3359819,Luke_Trevor_2019,,,,,
ACSAC,2019,Opening Pandora's box through ATFuzzer: dynamic analysis of AT interface for Android smartphones,"Karim, Imtiaz and Cicala, Fabrizio and Hussain, Syed Rafiul and Chowdhury, Omar and Bertino, Elisa",https://dl.acm.org/doi/pdf/10.1145/3359789.3359833,Imtiaz_Fabrizio_2019,https://github.com/Imtiazkarimik23/ATFuzzer,,200,,
ACSAC,2019,SRFuzzer: an automatic fuzzing framework for physical SOHO router devices to discover multi-type vulnerabilities,"Zhang, Yu and Huo, Wei and Jian, Kunpeng and Shi, Ji and Lu, Haoliang and Liu, Longquan and Wang, Chen and Sun, Dandan and Zhang, Chao and Liu, Baoxu",https://dl.acm.org/doi/pdf/10.1145/3359789.3359826,Yu_Wei_2019,,,,,
ACSAC,2019,Premadoma: an operational solution for DNS registries to prevent malicious domain registrations,"Spooren, Jan and Vissers, Thomas and Janssen, Peter and Joosen, Wouter and Desmet, Lieven",https://dl.acm.org/doi/pdf/10.1145/3359789.3359836,Jan_Thomas_2019,,,,,
ACSAC,2019,Coordinated dataflow protection for ultra-high bandwidth science networks,"Nagendra, Vasudevan and Yegneswaran, Vinod and Porras, Phillip and Das, Samir R",https://dl.acm.org/doi/pdf/10.1145/3359789.3359843,Vasudevan_Vinod_2019,,,,,
ACSAC,2019,Analyzing control flow integrity with LLVM-CFI,"Muntean, Paul and Neumayer, Matthias and Lin, Zhiqiang and Tan, Gang and Grossklags, Jens and Eckert, Claudia",https://dl.acm.org/doi/pdf/10.1145/3359789.3359806,Paul_Matthias_2019,https://github.com/TeamVault/LLVM-CFI,,200,,
ACSAC,2019,Mitigating data leakage by protecting memory-resident sensitive data,"Palit, Tapti and Monrose, Fabian and Polychronakis, Michalis",https://dl.acm.org/doi/pdf/10.1145/3359789.3359815,Tapti_Fabian_2019,,,,,
ACSAC,2019,FRAMER: a tagged-pointer capability system with memory safety applications,"Nam, Myoung Jin and Akritidis, Periklis and Greaves, David J",https://dl.acm.org/doi/pdf/10.1145/3359789.3359799,Myoung_Periklis_2019,,,,,
ACSAC,2019,FuzzBuilder: automated building greybox fuzzing environment for C/C++ library,"Jang, Joonun and Kim, Huy Kang",https://dl.acm.org/doi/pdf/10.1145/3359789.3359846,Joonun_Huy_2019,https://github.com/hksecurity/FuzzBuilder,,200,,
ACSAC,2019,HDMI-walk: attacking HDMI distribution networks via consumer electronic control protocol,"Rondon, Luis Puche and Babun, Leonardo and Akkaya, Kemal and Uluagac, A. Selcuk",https://dl.acm.org/doi/pdf/10.1145/3359789.3359841,Luis_Leonardo_2019,,,,,
ACSAC,2019,The chatty-sensor: a provably-covert channel in cyber physical systems,"Amir Herzberg,Yehonatan Kfir",https://dl.acm.org/doi/pdf/10.1145/3359789.3359794,Amir_Herzberg_2019,,,,,
ACSAC,2019,Out of control: stealthy attacks against robotic vehicles protected by control-based techniques,"Dash, Pritam and Karimibiuki, Mehdi and Pattabiraman, Karthik",https://dl.acm.org/doi/pdf/10.1145/3359789.3359847,Pritam_Mehdi_2019,https://github.com/DependableSystemsLab/stealthy-attacks,,200,,
ACSAC,2019,WooKey: designing a trusted and efficient USB device,"Benadjila, Ryad and Michelizza, Arnauld and Renard, Mathieu and Thierry, Philippe and Trebuchet, Philippe",https://dl.acm.org/doi/pdf/10.1145/3359789.3359802,Ryad_Arnauld_2019,https://wookey-project.github.io,,200,,
ACSAC,2019,EIGER: automated IOC generation for accurate and interpretable endpoint malware detection,"Kurogome, Yuma and Otsuki, Yuto and Kawakoya, Yuhei and Iwamura, Makoto and Hayashi, Syogo and Mori, Tatsuya and Sen, Koushik",https://dl.acm.org/doi/pdf/10.1145/3359789.3359808,Yuma_Yuto_2019,https://github.com/malrev/eiger,,200,,
ACSAC,2019,Your hashed IP address: Ubuntu.: perspectives on transparency tools for online advertising,"Urban, Tobias and Degeling, Martin and Holz, Thorsten and Pohlmann, Norbert",https://dl.acm.org/doi/pdf/10.1145/3359789.3359798,Tobias_Martin_2019,,,,,
ACSAC,2019,Will you trust this TLS certificate? perceptions of people working in IT,"Ukrop, Martin and Kraus, Lydia and Matyas, Vashek and Wahsheh, Heider Ahmad Mutleq",https://dl.acm.org/doi/pdf/10.1145/3359789.3359800,Martin_Lydia_2019,https://crocs.fi.muni.cz/public/papers/acsac2019,,200,,
ACSAC,2019,I know what you did last login: inconsistent messages tell existence of a target's account to insiders,"Hasegawa, Ayako Akiyama and Watanabe, Takuya and Shioji, Eitaro and Akiyama, Mitsuaki",https://dl.acm.org/doi/pdf/10.1145/3359789.3359832,Ayako_Takuya_2019,,,,,
ACSAC,2019,Speculator: a tool to analyze speculative execution attacks and mitigations,"Mambretti, Andrea and Neugschwandtner, Matthias and Sorniotti, Alessandro and Kirda, Engin and Robertson, William and Kurmus, Anil",https://dl.acm.org/doi/pdf/10.1145/3359789.3359837,Andrea_Matthias_2019,https://github.com/ibm-research/speculator,,200,,
ACSAC,2019,Survivor: a fine-grained intrusion response and recovery approach for commodity operating systems,"Chevalier, Ronny and Plaquin, David and Dalton, Chris and Hiet, Guillaume",https://dl.acm.org/doi/pdf/10.1145/3359789.3359792,Ronny_David_2019,,,,,
ACSAC,2019,Robust keystroke transcription from the acoustic side-channel,"Slater, David and Novotney, Scott and Moore, Jessica and Morgan, Sean and Tenaglia, Scott",https://dl.acm.org/doi/pdf/10.1145/3359789.3359816,David_Scott_2019,,,,,
ACSAC,2019,DR.SGX: automated and adjustable side-channel protection for SGX using data location randomization,"Brasser, Ferdinand and Capkun, Srdjan and Dmitrienko, Alexandra and Frassetto, Tommaso and Kostiainen, Kari and Sadeghi, Ahmad-Reza",https://dl.acm.org/doi/pdf/10.1145/3359789.3359809,Ferdinand_Srdjan_2019,,,,,
ACSAC,2020,The Tangled Genealogy of IoT Malware,"Cozzi, Emanuele and Vervier, Pierre-Antoine and Dell'Amico, Matteo and Shen, Yun and Bilge, Leyla and Balzarotti, Davide",https://dl.acm.org/doi/pdf/10.1145/3427228.3427256,cozzi_vervier_2020.pdf,https://github.com/eurecom-s3/tangled_iot/,,200,,
ACSAC,2020,Spotlight: Malware Lead Generation at Scale,"Kaczmarczyck, Fabian and Grill, Bernhard and Invernizzi, Luca and Pullman, Jennifer and Procopiuc, Cecilia M. and Tao, David and Benko, Borbala and Bursztein, Elie",https://dl.acm.org/doi/pdf/10.1145/3427228.3427273,kaczmarczyck_grill_2020.pdf,,,,,
ACSAC,2020,App-Agnostic Post-Execution Semantic Analysis of Android In-Memory Forensics Artifacts,"Ali-Gombe, Aisha and Tambaoan, Alexandra and Gurfolino, Angela and Richard III, Golden G.",https://dl.acm.org/doi/pdf/10.1145/3427228.3427244,ali-gombe_tambaoan_2020.pdf,https://github.com/apphackuno/OAGen,,200,,
ACSAC,2020,AVclass2: Massive Malware Tag Extraction from AV Labels,"Sebastián, Silvia and Caballero, Juan",https://dl.acm.org/doi/pdf/10.1145/3427228.3427261,sebastian_caballero_2020.pdf,https://github.com/malicialab/avclass,,200,,
ACSAC,2020,Advanced Windows Methods on Malware Detection and Classification,"Rabadi, Dima and Teo, Sin G.",https://dl.acm.org/doi/pdf/10.1145/3427228.3427242,rabadi_teo_2020.pdf,https://drive.google.com/file/d/1PBLgG8DTlUvXnpbXZlYoWirfRygeXB88/view,,,,
ACSAC,2020,Betrayed by the Guardian: Security and Privacy Risks of Parental Control Solutions,"Ali, Suzan and Elgharabawy, Mounir and Duchaussoy, Quentin and Mannan, Mohammad and Youssef, Amr",https://dl.acm.org/doi/pdf/10.1145/3427228.3427287,ali_elgharabawy_2020.pdf,,,,,
ACSAC,2020,Talek: Private Group Messaging with Hidden Access Patterns,"Cheng, Raymond and Scott, William and Masserova, Elisaweta and Zhang, Irene and Goyal, Vipul and Anderson, Thomas and Krishnamurthy, Arvind and Parno, Bryan",https://dl.acm.org/doi/pdf/10.1145/3427228.3427231,cheng_scott_2020.pdf,https://github.com/privacylab/talek,,200,,
ACSAC,2020,Towards a Practical Differentially Private Collaborative Phone Blacklisting System,"Ucci, Daniele and Perdisci, Roberto and Lee, Jaewoo and Ahamad, Mustaque",https://dl.acm.org/doi/pdf/10.1145/3427228.3427239,ucci_perdisci_2020.pdf,,,,,
ACSAC,2020,Towards Realistic Membership Inferences: The Case of Survey Data,"Bauer, Luke A. and Bindschaedler, Vincent",https://dl.acm.org/doi/pdf/10.1145/3427228.3427282,bauer_bindschaedler_2020.pdf,,,,,
ACSAC,2020,Quantifying measurement quality and load distribution in Tor,"Greubel, Andre and Pohl, Steffen and Kounev, Samuel",https://dl.acm.org/doi/pdf/10.1145/3427228.3427238,greubel_pohl_2020.pdf,https://go.uniwue.de/20,,200,,
ACSAC,2020,SAIBERSOC: Synthetic Attack Injection to Benchmark and Evaluate the Performance of Security Operation Centers,"Rosso, Martin and Campobasso, Michele and Gankhuyag, Ganduulga and Allodi, Luca",https://dl.acm.org/doi/pdf/10.1145/3427228.3427233,rosso_campobasso_2020.pdf,https://gitlab.tue.nl/saibersoc/acsac2020-artifacts/,,200,,
ACSAC,2020,Measurements of the Most Significant Software Security Weaknesses,"Galhardo, Carlos Cardoso and Mell, Peter and Bojanova, Irena and Gueye, Assane",https://dl.acm.org/doi/pdf/10.1145/3427228.3427257,galhardo_mell_2020.pdf,,,,,
ACSAC,2020,This is Why We Can’t Cache Nice Things: Lightning-Fast Threat Hunting using Suspicion-Based Hierarchical Storage,"Hassan, Wajih Ul and Li, Ding and Jee, Kangkook and Yu, Xiao and Zou, Kexuan and Wang, Dawei and Chen, Zhengzhang and Li, Zhichun and Rhee, Junghwan and Gui, Jiaping and Bates, Adam",https://dl.acm.org/doi/pdf/10.1145/3427228.3427255,hassan_li_2020.pdf,,,,,
ACSAC,2020,CDL: Classified Distributed Learning for Detecting Security Attacks in Containerized Applications,"Lin, Yuhang and Tunde-Onadele, Olufogorehan and Gu, Xiaohui",https://dl.acm.org/doi/pdf/10.1145/3427228.3427236,lin_tunde-onadele_2020.pdf,,,,,
ACSAC,2020,On the Forensic Validity of Approximated Audit Logs,"Michael, Noor and Mink, Jaron and Liu, Jason and Gaur, Sneha and Hassan, Wajih Ul and Bates, Adam",https://dl.acm.org/doi/pdf/10.1145/3427228.3427272,michael_mink_2020.pdf,,,,,
ACSAC,2020,More Than Just Good Passwords? A Study on Usability and Security Perceptions of Risk-based Authentication,"Wiefling, Stephan and Dürmuth, Markus and Lo Iacono, Luigi",https://dl.acm.org/doi/pdf/10.1145/3427228.3427243,wiefling_duermuth_2020.pdf,,,,,
ACSAC,2020,Double Patterns: A Usable Solution to Increase the Security of Android Unlock Patterns,"Forman, Tim and Aviv, Adam",https://dl.acm.org/doi/pdf/10.1145/3427228.3427252,forman_aviv_2020.pdf,https://github.com/gwusec/2020-ACSAC-Double-Pattern-Artifacts,,200,,
ACSAC,2020,Understanding User Perceptions of Security and Privacy for Group Chat: A Survey of Users in the US and UK,"Oesch, Sean and Abu-Salma, Ruba and Diallo, Oumar and Krämer, Juliane and Simmons, James and Wu, Justin and Ruoti, Scott",https://dl.acm.org/doi/pdf/10.1145/3427228.3427275,oesch_abu-salma_2020.pdf,https://bitbucket.org/user-lab/oesch2020understanding/src/master/,,200,,
ACSAC,2020,"Widely Reused and Shared, Infrequently Updated, and Sometimes Inherited: A Holistic View of PIN Authentication in Digital Lives and Beyond","Khan, Hassan and Ceci, Jason and Stegman, Jonah and Aviv, Adam J. and Dara, Rozita and Kuber, Ravi",https://dl.acm.org/doi/pdf/10.1145/3427228.3427240,khan_ceci_2020.pdf,,,,,
ACSAC,2020,Up2Dep: Android Tool Support to Fix Insecure Code Dependencies,"Nguyen, Duc Cuong and Derr, Erik and Backes, Michael and Bugiel, Sven",https://dl.acm.org/doi/pdf/10.1145/3427228.3427658,nguyen_derr_2020.pdf,https://github.com/ngcuongst/up2dep,,200,,
ACSAC,2020,On the Feasibility of Automating Stock Market Manipulation,"Yagemann, Carter and Chung, Simon P. and Uzun, Erkam and Ragam, Sai and Saltaformaggio, Brendan and Lee, Wenke",https://dl.acm.org/doi/pdf/10.1145/3427228.3427241,yagemann_chung_2020.pdf,https://github.com/carter-yagemann/Bot2Stock,,200,,
ACSAC,2020,Dragonblood is Still Leaking: Practical Cache-based Side-Channel in the Wild,"De Almeida Braga, Daniel and Fouque, Pierre-Alain and Sabt, Mohamed",https://dl.acm.org/doi/pdf/10.1145/3427228.3427295,de_almeida_braga_fouque_2020.pdf,https://github.com/FreeRADIUS/freeradius-server/tree/v3.0.x/src/modules/rlm_eap/types/rlm_eap_pwd,,200,,
ACSAC,2020,DeepSIM: GPS Spoofing Detection on UAVs using Satellite Imagery Matching,"Xue, Nian and Niu, Liang and Hong, Xianbin and Li, Zhen and Hoffaeller, Larissa and Pöpper, Christina",https://dl.acm.org/doi/pdf/10.1145/3427228.3427254,xue_niu_2020.pdf,https://github.com/niuliang42/DeepSim,,200,,
ACSAC,2020,Certified Copy? Understanding Security Risks of Wi-Fi Hotspot based Android Data Clone Services,"Ma, Siqi and Li, Hehao and Yang, Wenbo and Li, Juanru and Nepal, Surya and Bertino, Elisa",https://dl.acm.org/doi/pdf/10.1145/3427228.3427263,ma_li_2020.pdf,,,,,
ACSAC,2020,DPIFuzz: A Differential Fuzzing Framework to Detect DPI Elusion Strategies for QUIC,"Reen, Gaganjeet Singh and Rossow, Christian",https://dl.acm.org/doi/pdf/10.1145/3427228.3427662,reen_rossow_2020.pdf,https://github.com/piano-man/DPIFuzz,,200,,
ACSAC,2020,A Flexible Framework for Expediting Bug Finding by Leveraging Past (Mis-)Behavior to Discover New Bugs,"Das, Sanjeev and James, Kedrian and Werner, Jan and Antonakakis, Manos and Polychronakis, Michalis and Monrose, Fabian",https://dl.acm.org/doi/pdf/10.1145/3427228.3427269,das_james_2020.pdf,,,,,
ACSAC,2020,Cupid: Automatic Fuzzer Selection for Collaborative Fuzzing,"Güler, Emre and Göz, Philipp and Geretto, Elia and Jemmett, Andrea and Österlund, Sebastian and Bos, Herbert and Giuffrida, Cristiano and Holz, Thorsten",https://dl.acm.org/doi/pdf/10.1145/3427228.3427266,gueler_goz_2020.pdf,https://github.com/RUB-SysSec/cupid,,200,,
ACSAC,2020,Probabilistic Naming of Functions in Stripped Binaries,"Patrick-Evans, James and Cavallaro, Lorenzo and Kinder, Johannes",https://dl.acm.org/doi/pdf/10.1145/3427228.3427265,patrick-evans_cavallaro_2020.pdf,https://github.com/punstrip/punstrip,,200,,
ACSAC,2020,Guide Me to Exploit: Assisted ROP Exploit Generation for ActionScript Virtual Machine,"Yilmaz, Fadi and Sridhar, Meera and Choi, Wontae",https://dl.acm.org/doi/pdf/10.1145/3427228.3427568,yilmaz_sridhar_2020.pdf,,,,,
ACSAC,2020,Practical Fine-Grained Binary Code Randomization,"Priyadarshan, Soumyakant and Nguyen, Huan and Sekar, R.",https://dl.acm.org/doi/pdf/10.1145/3427228.3427292,priyadarshan_nguyen_2020.pdf,http://seclab.cs.sunysb.edu/soumyakant/acsac-artifact.tar.gz,,200,,
ACSAC,2020,Faulty Point Unit: ABI Poisoning Attacks on Intel SGX,"Alder, Fritz and Van Bulck, Jo and Oswald, David and Piessens, Frank",https://dl.acm.org/doi/pdf/10.1145/3427228.3427270,alder_van_bulck_2020.pdf,https://github.com/fritzalder/faulty-point-unit,,200,,
ACSAC,2020,Reboot-Oriented IoT: Life Cycle Management in Trusted Execution Environment for Disposable IoT devices,"Suzaki, Kuniyasu and Tsukamoto, Akira and Green, Andy and Mannan, Mohammad",https://dl.acm.org/doi/pdf/10.1145/3427228.3427293,suzaki_tsukamoto_2020.pdf,,,,,
ACSAC,2020,RusTEE: Developing Memory-Safe ARM TrustZone Applications,"Wan, Shengye and Sun, Mingshen and Sun, Kun and Zhang, Ning and He, Xu",https://dl.acm.org/doi/pdf/10.1145/3427228.3427262,wan_sun_2020.pdf,https://github.com/sccommunity/rust-optee-trustzone-sdk,,200,,
ACSAC,2020,HeapExpo: Pinpointing Promoted Pointers to Prevent Use-After-Free Vulnerabilities,"Shen, Zekun and Dolan-Gavitt, Brendan",https://dl.acm.org/doi/pdf/10.1145/3427228.3427645,shen_dolan-gavitt_2020.pdf,https://github.com/messlabnyu/heap-expo,,200,,
ACSAC,2020,ρFEM: Efficient Backward-edge Protection Using Reversed Forward-edge Mappings,"Muntean, Paul and Neumayer, Mathias and Lin, Zhiqiang and Tan, Gang and Grossklags, Jens and Eckert, Claudia",https://dl.acm.org/doi/pdf/10.1145/3427228.3427246,muntean_neumayer_2020.pdf,https://github.com/TeamVault/rhoFEM,,200,,
ACSAC,2020,Constrained Concealment Attacks against Reconstruction-based Anomaly Detectors in Industrial Control Systems,"Erba, Alessandro and Taormina, Riccardo and Galelli, Stefano and Pogliani, Marcello and Carminati, Michele and Zanero, Stefano and Tippenhauer, Nils Ole",https://dl.acm.org/doi/pdf/10.1145/3427228.3427660,erba_taormina_2020.pdf,https://github.com/scy-phy/ICS-Evasion-Attacks,,200,,
ACSAC,2020,Workflow Integration Alleviates Identity and Access Management in Serverless Computing,"Sankaran, Arnav and Datta, Pubali and Bates, Adam",https://dl.acm.org/doi/pdf/10.1145/3427228.3427665,sankaran_datta_2020.pdf,,,,,
ACSAC,2020,Privacy-Preserving Production Process Parameter Exchange,"Pennekamp, Jan and Buchholz, Erik and Lockner, Yannik and Dahlmanns, Markus and Xi, Tiandong and Fey, Marcel and Brecher, Christian and Hopmann, Christian and Wehrle, Klaus",https://dl.acm.org/doi/pdf/10.1145/3427228.3427248,pennekamp_buchholz_2020.pdf,https://github.com/COMSYS/parameter-exchange,,200,,
ACSAC,2020,Efficient Oblivious Substring Search via Architectural Support,"Mainardi, Nicholas and Sampietro, Davide and Barenghi, Alessandro and Pelosi, Gerardo",https://dl.acm.org/doi/pdf/10.1145/3427228.3427296,mainardi_sampietro_2020.pdf,,,,,
ACSAC,2020,SERENIoT: Distributed Network Security Policy Management and Enforcement for Smart Homes,"Thomasset, Corentin and Barrera, David",https://dl.acm.org/doi/pdf/10.1145/3427228.3427235,thomasset_barrera_2020.pdf,,,,,
ACSAC,2020,Effect of Security Controls on Patching Window: A Causal Inference based Approach,"Kuppa, Aditya and Aouad, Lamine and Le-Khac, Nhien-An",https://dl.acm.org/doi/pdf/10.1145/3427228.3427271,kuppa_aouad_2020.pdf,,,,,
ACSAC,2020,NoSQL Breakdown: A Large-scale Analysis of Misconfigured NoSQL Services,"Ferrari, Dario and Carminati, Michele and Polino, Mario and Zanero, Stefano",https://dl.acm.org/doi/pdf/10.1145/3427228.3427260,ferrari_carminati_2020.pdf,,,,,
ACSAC,2020,GuardSpark++: Fine-Grained Purpose-Aware Access Control for Secure Data Sharing and Analysis in Spark,"Xue, Tao and Wen, Yu and Luo, Bo and Zhang, Boyang and Zheng, Yang and Hu, Yanfei and Li, Yingjiu and Li, Gang and Meng, Dan",https://dl.acm.org/doi/pdf/10.1145/3427228.3427640,xue_wen_2020.pdf,https://github.com/liveonearthormars/Spark-core,,200,,
ACSAC,2020,Understanding Promotion-as-a-Service on GitHub,"Du, Kun and Yang, Hao and Zhang, Yubao and Duan, Haixin and Wang, Haining and Hao, Shuang and Li, Zhou and Yang, Min",https://dl.acm.org/doi/pdf/10.1145/3427228.3427258,du_yang_2020.pdf,,,,,
ACSAC,2020,Query-Efficient Black-Box Attack Against Sequence-Based Malware Classifiers,"Rosenberg, Ishai and Shabtai, Asaf and Elovici, Yuval and Rokach, Lior",https://dl.acm.org/doi/pdf/10.1145/3427228.3427230,rosenberg_shabtai_2020.pdf,,,,,
ACSAC,2020,FPSelect: Low-Cost Browser Fingerprints for Mitigating Dictionary Attacks against Web Authentication Mechanisms,"Andriamilanto, Nampoina and Allard, Tristan and Le Guelvouit, Ga\{e}tan""",https://dl.acm.org/doi/pdf/10.1145/3427228.3427297,andriamilanto_allard_2020.pdf,,,,,
ACSAC,2020,Security Study of Service Worker Cross-Site Scripting.,"Chinprutthiwong, Phakpoom and Vardhan, Raj and Yang, GuangLiang and Gu, Guofei",https://dl.acm.org/doi/pdf/10.1145/3427228.3427290,chinprutthiwong_vardhan_2020.pdf,https://u.tamu.edu/sw-scanner,,200,,
ACSAC,2020,CAPS: Smoothly Transitioning to a More Resilient Web PKI,"Matsumoto, Stephanos and Bosamiya, Jay and Dai, Yucheng and van Oorschot, Paul and Parno, Bryan",https://dl.acm.org/doi/pdf/10.1145/3427228.3427284,matsumoto_bosamiya_2020.pdf,https://github.com/syclops/caps,,200,,
ACSAC,2020,dStyle-GAN: Generative Adversarial Network based on Writing and Photography Styles for Drug Identification in Darknet Markets,"Zhang, Yiming and Qian, Yiyue and Fan, Yujie and Ye, Yanfang and Li, Xin and Xiong, Qi and Shao, Fudong",https://dl.acm.org/doi/pdf/10.1145/3427228.3427603,zhang_qian_2020.pdf,,,,,
ACSAC,2020,Session Key Distribution Made Practical for CAN and CAN-FD Message Authentication,"Xiao, Yang and Shi, Shanghao and Zhang, Ning and Lou, Wenjing and Hou, Y. Thomas",https://dl.acm.org/doi/pdf/10.1145/3427228.3427278,xiao_shi_2020.pdf,https://github.com/yang-sec/CAN-SessionKey,,200,,
ACSAC,2020,LeakyPick: IoT Audio Spy Detector,"Mitev, Richard and Pazii, Anna and Miettinen, Markus and Enck, William and Sadeghi, Ahmad-Reza",https://dl.acm.org/doi/pdf/10.1145/3427228.3427277,mitev_pazii_2020.pdf,,,,,
ACSAC,2020,IvoriWatch: Exploring Transparent Integrity Verification of Remote User Input Leveraging Wearables,"Shrestha, Prakash and Liu, Zengrui and Saxena, Nitesh and Anand, S Abhishek",https://dl.acm.org/doi/pdf/10.1145/3427228.3427279,shrestha_liu_2020.pdf,,,,,
ACSAC,2020,Verify&Revive: Secure Detection and Recovery of Compromised Low-end Embedded Devices,"Ammar, Mahmoud and Crispo, Bruno",https://dl.acm.org/doi/pdf/10.1145/3427228.3427253,ammar_crispo_2020.pdf,https://github.com/m3mmar/VerifyRevive,,404,,
ACSAC,2020,FirmAE: Towards Large-Scale Emulation of IoT Firmware for Dynamic Analysis,"Kim, Mingeun and Kim, Dongkwan and Kim, Eunsoo and Kim, Suryeon and Jang, Yeongjin and Kim, Yongdae",https://dl.acm.org/doi/pdf/10.1145/3427228.3427294,kim_kim_2020.pdf,http://github.com/pr0v3rbs/FirmAE,,200,,
ACSAC,2020,Device-agnostic Firmware Execution is Possible: A Concolic Execution Approach for Peripheral Emulation,"Cao, Chen and Guan, Le and Ming, Jiang and Liu, Peng",https://dl.acm.org/doi/pdf/10.1145/3427228.3427280,cao_guan_2020.pdf,https://github.com/dongmu/Laelaps,,200,,
ACSAC,2020,Set It and Forget It! Turnkey ECC for Instant Integration,"Belyavsky, Dmitry and Brumley, Billy Bob and Chi-Dom\'{\i}nguez, Jes\'{u}s-Javier and Rivera-Zamarripa, Luis and Ustinov, Igor",https://dl.acm.org/doi/pdf/10.1145/3427228.3427291,belyavsky_brumley_2020.pdf,,,,,
ACSAC,2020,Practical Over-Threshold Multi-Party Private Set Intersection,"Mahdavi, Rasoul Akhavan and Humphries, Thomas and Kacsmar, Bailey and Krastnikov, Simeon and Lukas, Nils and Premkumar, John A. and Shafieinejad, Masoumeh and Oya, Simon and Kerschbaum, Florian and Blass, Erik-Oliver",https://dl.acm.org/doi/pdf/10.1145/3427228.3427267,mahdavi_humphries_2020.pdf,https://github.com/cryspuwaterloo/OT-MP-PSI,,200,,
