,Paper Title,Author,Link to Paper,Link for Code,Conference,Year,Author Affiliation,ReadMe,Type,Available,Last Modified,Language,Evaluate Later,Compiles,Output Matches,Hardware,Made for Reproducibility,Funding,Artifact Evaluation,Comments,Unnamed: 20,Unnamed: 21,"4,6",Made Available,Unnamed: 2
199,Practical and Efficient Attribute-Based Encryption with Constant-Size Ciphertexts in Outsourced Verifiable Computation,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
200,Efficient Secure Outsourcing of Large-scale Quadratic Programs,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
201,Verifiable Outsourcing Algorithms for Modular Exponentiations with Improved Checkability,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
202,NFPS: Adding Undetectable Secure Deletion to Flash Translation Layer,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
203,Preventing Page Faults from Telling Your Secrets,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
204,Identifying and Utilizing Dependencies Across Cloud Security Services,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
205,Hardening OpenStack Cloud Platforms against Compute Node Compromises,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
206,Cross Processor Cache Attacks,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
207,Mystique: Evolving Android Malware for Auditing Anti-Malware Tools,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
208,StormDroid: A Streaminglized Machine Learning-Based System for Detecting Android Malware,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
209,FLEX: A Flexible Code Authentication Framework for Delegating Mobile App Customization,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
210,DroidDisintegrator: Intra-Application Information Flow Control in Android Apps,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
211,Why MAC Address Randomization is not Enough: An Analysis of Wi-Fi Network Discovery Mechanisms,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
212,Vehicle Self-Surveillance: Sensor-Enabled Automatic Driver Recognition,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
213,Automated Dynamic Firmware Analysis at Scale: A Case Study on Embedded Web Interfaces,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
214,Distributed Detection of Single-Stage Multipoint Cyber Attacks in a Water Treatment Plant,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
215,Smart Locks: Lessons for Securing Commodity Internet of Things Devices,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
216,Binary Analysis For Autonomus Hacking,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
217,The Request for Better Measurement: A Comparative Evaluation of Two-Factor Authentication Schemes,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
218,Homomorphic Linear Authentication Schemes from (Îµ)-Authentication Codes,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
219,Forgery-Resistant Touch-based Authentication on Mobile Devices,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
220,Practical (Signatures with Efficient Protocols) from Simple Assumptions,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
221,Bilateral-secure Signature by Key Evolving,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
222,Secure Dynamic SSE via Access Indistinguishable Storage,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
223,Building an Encrypted Distributed and Searchable Key-value Store,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
224,Anonymous Role-Based Access Control on E-Health Records,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
225,Gait-Based Wi-Fi Signatures for Privacy-Preserving,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
226,Anonymous Identification for Ad Hoc Group,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
227,Efficient Authenticated Multi-Pattern Matching,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
229,Efficient Privacy-Preserving Matrix Factorization via Fully Homomorphic Encryption: Extended Abstract,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
230,Privacy Breach by Exploiting postMessage in HTML5: Identification Evaluation and Countermeasure,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
231,Fault Attacks on Efficient Pairing Implementations,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
232,Model-based Security Testing: An Empirical Study on OAuth 2.0 Implementations,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
233,Discovering Malicious Domains through Passive DNS Data Graph Analysis,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
234,Half-Baked Cookies: Hardening Cookie-Based Authentication for the Modern Web,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
235,Attestation Transparency: Building secure Internet services for legacy clients,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
236,CICADAS: Congesting the Internet with Coordinated and Decentralized Pulsating Attacks,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
237,CDRep: Automatic Repair of Cryptographic Misuses in Android Applications,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
238,MobiPot: Understanding Mobile Telephony Threats with Honeycards,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
240,revDroid: Code Analysis of the Side Effects after Dynamic Permission Revocation of Android Apps,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
241,Attacks and Defence on Android Free Floating Windows,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
242,MAXS: Scaling Malware Execution with Sequential Multi-Hypothesis Testing,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
243,Real-Time Detection of Malware Downloads via Large-Scale URL->File->Machine Graph Mining,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
244,Smartwatch-Based Keystroke Inference Attacks and Context-Aware Protection Mechanisms,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
245,Leakage Fingerprints: A Non-negligible Vulnerability in Side-Channel Analysis,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
246,Error Tolerance based Single Interesting Point Side Channel CPA Distinguisher,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
247,Privacy and Utility of Inference Control Mechanisms for Social Computing Applications,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
248,Privacy Preserving Disease Treatment & Complication Prediction System (PDTCPS),,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
249,Data Exfiltration in the Face of CSP,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
251,SkypeLine: Robust Hidden Data Transmission for VoIP,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
252,Generic Construction of Publicly Verifiable Predicate Encryption,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
253,Novel Constructions of Cramer-Shoup Like Cryptosystems Based on Index Exchangeable Family,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
254,Efficient Construction of Completely Non-Malleable CCA Secure Public Key Encryption,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
255,(Deterministic) Hierarchical Identity-based Encryption from Learning with Rounding over Small Modulus,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
256,Generally Hybrid Proxy Re-Encryption: A Secure Data Sharing among Cryptographic Clouds,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
258,Your Credentials Are Compromised Do Not Panic: You Can Be Well Protected Do Not Panic: You Can Be Well Protected,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
259,Inside Attack Filtering for Robust Sensor Localization,,,,AsiaCCS,2016.0,,,,,,,,,,,,,,,,,,,
260,Hardware Trojans and Other Threats against Embedded Systems,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
261,Advanced Security Research in the Era of the Internet of Things,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
262,"CoverUp: Privacy Through ""Forced"" Participation in Anonymous Communication Networks",,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
263,Control-Flow Hijacking: Are We Making Progress?,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
264,Security in Personal Genomics: Lest We Forget,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
265,The Case for System Command Encryption,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
266,Detecting Privileged Side-Channel Attacks in Shielded Execution with Déjà Vu,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
267,SGX-Log: Securing System Logs With SGX,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
268,The Circle Game: Scalable Private Membership Test Using Trusted Hardware,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
269,To Update or Not to Update: Insights From a Two-Year Study of Android App Evolution,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
270,Toward Detecting Collusive Ranking Manipulation Attackers in Mobile App Markets,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
271,Collusive Data Leak and More: Large-scale Threat Analysis of Inter-app Communications,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
272,Lightweight Swarm Attestation: A Tale of Two LISA-s,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
273,Model-based Attack Detection Scheme for Smart Water Distribution Networks,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
274,Towards Formal Security Analysis of Industrial Control Systems,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
276,Strict Virtual Call Integrity Checking for C++ Binaries,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
277,"BinSequence: Fast, Accurate and Scalable Binary Code Reuse Detection",,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
278,PrivWatcher: Non-bypassable Monitoring and Protection of Process Credentials from Memory Corruption Attacks,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
279,Breaking Ad-hoc Runtime Integrity Protection Mechanisms in Android Financial Apps,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
280,DataShield: Configurable Data Confidentiality and Integrity,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
281,Functional Encryption with Oblivious Helper,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
282,Mis-operation Resistant Searchable Homomorphic Encryption,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
283,A Ciphertext-Policy Attribute-based Encryption Scheme With Optimized Ciphertext Size And Fast Decryption,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
284,On the Robustness of RSA-OAEP Encryption and RSA-PSS Signatures Against (Malicious) Randomness Failures,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
285,DoS Attacks on Your Memory in Cloud,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
286,Side Channels in Deduplication: Trade-offs between Leakage and Efficiency,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
287,Sharing Proofs of Retrievability across Tenants,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
288,Cache-Based Application Detection in the Cloud Using Machine Learning,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
289,VTBPEKE: Verifier-based Two-Basis Password Exponential Key Exchange,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
290,Boosting the Guessing Attack Performance on Android Lock Patterns with Smudge Attacks,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
291,What You See is Not What You Get: Leakage-Resilient Password Entry Schemes for Smart Glasses,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
292,Pinpointing Vulnerabilities,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
293,Extracting Conditional Formulas for Cross-Platform Bug Search,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
294,Discovering Logical Vulnerabilities in the Wi-Fi Handshake Using Model-Based Testing,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
295,"Understanding Human-Chosen PINs: Characteristics, Distribution and Security",,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
296,Evaluating Behavioral Biometrics for Continuous Authentication: Challenges and Metrics,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
297,Pass-O: A Proposal to Improve the Security of Pattern Unlock Scheme,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
298,Proofs of Data Residency: Checking whether Your Cloud Files Have Been Relocated,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
299,EncKV: An Encrypted Key-value Store with Rich Queries,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
300,MoPS: A Modular Protection Scheme for Long-Term Storage,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
301,Updatable Block-Level Message-Locked Encryption,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
302,"LINCOS: A Storage System Providing Long-Term Integrity, Authenticity, and Confidentiality",,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
303,Scaling and Effectiveness of Email Masquerade Attacks: Exploiting Natural Language Generation,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
304,On the Detection of Kernel-Level Rootkits Using Hardware Performance Counters,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
305,Gossip: Automatically Identifying Malicious Domains from Mailing List Discussions,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
306,Practical Black-Box Attacks against Machine Learning,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
307,Secure Wallet-Assisted Offline Bitcoin Payments with Double-Spender Revocation,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
308,Privacy-preserving and Optimal Interval Release for Disease Susceptibility,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
309,Towards Extending Noiseless Privacy: Dependent Data and More Practical Approach,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
310,BlindIDS: Market-Compliant and Privacy-Friendly Intrusion Detection System over Encrypted Traffic,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
311,The Role of Hosting Providers in Fighting Command and Control Infrastructure of Financial Malware,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
312,Automatically Inferring Malware Signatures for Anti-Virus Assisted Attacks,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
313,PayBreak: Defense Against Cryptographic Ransomware,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
314,SPOKE: Scalable Knowledge Collection and Attack Surface Analysis of Access Control Policy for Security Enhanced Android,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
315,Android Database Attacks Revisited,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
317,Secure Integration of Web Content and Applications on Commodity Mobile Operating Systems,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
318,DroidForensics: Accurate Reconstruction of Android Attacks via Multi-layer Forensic Logging,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
319,DroidPill: Pwn Your Daily-Use Apps,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
320,Securing Memory Encryption and Authentication Against Side-Channel Attacks Using Unprotected Primitives,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
322,Hit by the Bus: QoS Degradation Attack on Android,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
323,DRIVE: Dynamic Runtime Integrity Verification and Evaluation,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
324,An Attack Against Message Authentication in the ERTMS Train to Trackside Communication Protocols,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
325,Using Program Analysis to Synthesize Sensor Spoofing Attacks,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
326,SCM: Secure Code Memory Architecture,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
327,Group Signatures with Time-bound Keys Revisited: A New Model and an Efficient Construction,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
328,Almost Universal Forgery Attacks on the COPA and Marble Authenticated Encryption Algorithms,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
329,A Terrorist-fraud Resistant and Extractor-free Anonymous Distance-bounding Protocol,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
330,Heterogeneous Rainbow Table Widths Provide Faster Cryptanalyses,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
331,An Efficient KP-ABE with Short Ciphertexts in Prime OrderGroups under Standard Assumption,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
333,WedgeTail: An Intrusion Prevention System for the Data Plane of Software Defined Networks,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
334,The Case for In-Network Replay Suppression,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
335,Taming Asymmetric Network Delays for Clock Synchronization Using Power Grid Voltage,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
336,Accurate Manipulation of Delay-based Internet Geolocation,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
337,BRIDEMAID: An Hybrid Tool for Accurate Detection of Android Malware,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
338,How Discover a Malware using Model Checking,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
339,Enabling End-Users to Protect their Privacy,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
340,Detecting Inter-App Information Leakage Paths,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
341,Detection of Information Leaks via Reflection in Android Apps,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
342,Localization of Spoofing Devices using a Large-scale Air Traffic Surveillance System,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
343,Traffic Analysis Attacks in Anonymity Networks,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
344,Quantitative Security Assessment Method based on Entropy for Moving Target Defense,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
345,A Behavioral Biometric Authentication Framework on Smartphones,,,,AsiaCCS,2017.0,,,,,,,,,,,,,,,,,,,
347,DeWiCam: Detecting Hidden Wireless Cameras via Smartphones,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
348,Leaky Wires: Information Leakage and Covert Communication Between FPGA Long Wires,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
349,HlcAuth: Key-free and Secure Communications via Home-Limited Channel,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
350,Ciphertext Integrity with Misuse and Leakage: Definition and Efficient Constructions with Symmetric Primitives,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
351,On the Memory-Hardness of Data-Independent Password-Hashing Functions,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
353,The Personal Identification Chord: A Four ButtonAuthentication System for Smartwatches,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
354,2MA: Verifying Voice Commands via Two Microphone Authentication,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
355,Beat-PIN: A User Authentication Mechanism for Wearable Devices Through Secret Beats,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
356,iOracle: Automated Evaluation of Access Control Policies in iOS,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
358,Don't throw me away: Threats Caused by the Abandoned Internet Resources Used by Android Apps,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
359,Protecting Intellectual Property of Deep Neural Networks with Watermarking,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
360,Towards Fast and Semi-supervised Identification of Smart Meters Launching Data Falsification Attacks,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
361,Detecting Malicious PowerShell Commands using Deep Neural Networks,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
362,Detection under Privileged Information,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
363,Entwining Sanitization and Personalization on Databases,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
364,Large-Scale Privacy-Preserving Statistical Computations for Distributed Genome-Wide Association Studies,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
365,Secure Similar Sequence Query on Outsourced Genomic Data,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
366,A Linear Distinguisher and its Application for Analyzing Privacy-Preserving Transformation Used in Verifiable (Outsourced) Computation,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
367,FBSleuth: Fake Base Station Forensics via Radio Frequency Fingerprinting,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
368,Augmenting Telephone Spam Blacklists by Mining Large CDR Datasets,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
369,Towards Measuring the Role of Phone Numbers in Twitter-Advertised Spam,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
370,Use-After-FreeMail: Generalizing the Use-After-Free Problem and Applying it to Email Services,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
371,Temporal Consistency of Integrity-Ensuring Computations and Applications to Embedded Systems Security,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
372,SALAD: Secure and Lightweight Attestation of Highly Dynamic and Disruptive Networks,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
373,Can You Trust Your Encrypted Cloud?: An Assessment of SpiderOakONE's Security,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
374,On the Strategy and Behavior of Bitcoin Mining with N-attackers,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
377,BCD: Decomposing Binary Code Into Components Using Graph-Based Clustering,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
378,To Intercept or Not to Intercept: Analyzing TLS Interception in Network Appliances,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
379,Software-Defined Firewall: Enabling Malware Traffic Detection and Programmable Security Control,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
381,You Are Your Photographs: Detecting Multiple Identities of Vendors in the Darknet Marketplaces,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
382,Investigating Web Defacement Campaigns at Large,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
384,le-git-imate: Towards Verifiable Web-based Git Repositories,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
385,NoisePrint: Attack Detection Using Sensor and Process Noise Fingerprint in Cyber Physical Systems,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
386,Electromagnetic Induction Attacks Against Embedded Systems,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
387,Sensor CON-Fusion: Defeating Kalman Filter in Signal Injection Attack,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
388,TABOR: A Graphical Model-based Approach for Anomaly Detection in Industrial Control Systems,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
389,SecSAKE: Towards Secure and Efficient Outsourcing of Clinical MRI Reconstruction,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
390,Highly-Efficient Fully-Anonymous Dynamic Group Signatures,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
391,Direct Anonymous Attestation with Efficient Verifier-Local Revocation for Subscription System,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
392,Single Trace Attack Against RSA Key Generation in Intel SGX SSL,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
394,Leveraging Hardware Transactional Memory for Cache Side-Channel Defenses,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
395,Cybercrime After the Sunrise: A Statistical Analysis of DNS Abuse in New gTLDs,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
396,Who is knocking on the Telnet Port: A Large-Scale Empirical Study of Network Scanning,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
397,Towards Sustainable Evolution for the TLS Public-Key Infrastructure,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
398,No One In The Middle: Enabling Network Access Control Via Transparent Attribution,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
399,Achieving Flexibility for ABE with Outsourcing via Proxy Re-Encryption,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
402,Isogrammic-Fusion ORAM: Improved Statistically Secure Privacy-Preserving Cloud Data Access for Thin Clients,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
403,Chameleon: A Hybrid Secure Computation Framework for Machine Learning Applications,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
404,A Data-driven Attack against Support Vectors of SVM,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
407,Droid M+: Developer Support for Imbibing Android's New Permission Model,,,,AsiaCCS,2018.0,,,,,,,,,,,,,,,,,,,
409,Establishing and Maintaining Root of Trust on Commodity Computer Systems,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
410,Control-Flow Carrying Code,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
412,DeClassifier: Class-Inheritance Inference Engine for Optimized C++ Binaries,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
413,GraphSE²: An Encrypted Graph Database for Privacy-Preserving Social Search,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
414,Identity-Based Broadcast Encryption with Outsourced Partial Decryption for Hybrid Security Models in Edge Computing,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
415,Unveiling Systematic Biases in Decisional Processes: An Application to Discrimination Discovery,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
416,The SEVerESt Of Them All: Inference Attacks Against Secure Virtual Enclaves,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
417,ObliDC: An SGX-based Oblivious Distributed Computing Framework with Formal Proof,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
420,Multi-Writer Searchable Encryption: An LWE-based Realization and Implementation,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
421,Delegatable Order-Revealing Encryption,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
422,MPC Joins The Dark Side,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
423,Flexibly and Securely Shape Your Data Disclosed to Others,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
424,Waves of Malice: A Longitudinal Measurement of the Malicious File Delivery Ecosystem on the Web,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
425,What Happens After You Leak Your Password: Understanding Credential Sharing on Phishing Sites,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
427,Mobile Friendly or Attacker Friendly?: A Large-scale Security Evaluation of Mobile-first Websites,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
428,Undermining User Privacy on Mobile Devices Using AI,,,,AsiaCCS,2019.0,,,,,,,,,,,,,,,,,,,
